user_id,date_served,marketing_channel,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained
a100006398,01/29/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006399,01/29/18,House Ads,FALSE,English,English,55+ years,,,,
a100006400,01/29/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006401,01/29/18,Push,FALSE,English,English,19-24 years,,,,
a100006402,01/29/18,Facebook,FALSE,English,English,24-30 years,,,,
a100006403,01/30/18,Instagram,FALSE,English,English,30-36 years,,,,
a100006404,01/30/18,Instagram,FALSE,English,English,36-45 years,,,,
a100006405,01/30/18,Facebook,FALSE,English,English,45-55 years,,,,
a100006406,01/30/18,House Ads,FALSE,English,English,55+ years,,,,
a100006407,01/30/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006408,01/30/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006409,01/30/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006410,01/31/18,Push,FALSE,English,English,30-36 years,,,,
a100006411,01/31/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006412,01/31/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006413,01/31/18,House Ads,FALSE,English,English,55+ years,,,,
a100006414,01/31/18,Push,FALSE,English,English,0-18 years,,,,
a100006415,01/31/18,Facebook,FALSE,English,English,19-24 years,,,,
a100006416,01/31/18,Instagram,FALSE,English,English,24-30 years,,,,
a100006417,01/01/18,Instagram,FALSE,English,English,30-36 years,,,,
a100006418,01/01/18,Facebook,FALSE,English,English,36-45 years,,,,
a100006419,01/01/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006420,01/01/18,House Ads,FALSE,English,English,55+ years,,,,
a100006421,01/01/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006422,01/01/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006423,01/01/18,Push,FALSE,English,English,24-30 years,,,,
a100006424,01/02/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006425,01/02/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006426,01/02/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006427,01/02/18,Push,FALSE,English,English,55+ years,,,,
a100006428,01/02/18,Facebook,FALSE,English,English,0-18 years,,,,
a100006429,01/02/18,Instagram,FALSE,English,English,19-24 years,,,,
a100006430,01/02/18,Instagram,FALSE,English,English,24-30 years,,,,
a100006431,01/03/18,Facebook,FALSE,English,English,30-36 years,,,,
a100006432,01/03/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006433,01/03/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006434,01/03/18,House Ads,FALSE,English,English,55+ years,,,,
a100006435,01/03/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006436,01/03/18,Push,FALSE,English,English,19-24 years,,,,
a100006437,01/03/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006438,01/04/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006439,01/04/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006440,01/04/18,Push,FALSE,English,English,45-55 years,,,,
a100006441,01/04/18,Facebook,FALSE,English,English,55+ years,,,,
a100006442,01/04/18,Instagram,FALSE,English,English,0-18 years,,,,
a100006443,01/04/18,Instagram,FALSE,English,English,19-24 years,,,,
a100006444,01/04/18,Facebook,FALSE,English,English,24-30 years,,,,
a100006445,01/05/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006446,01/05/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006447,01/05/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006448,01/05/18,House Ads,FALSE,English,English,55+ years,,,,
a100006449,01/05/18,Push,FALSE,English,English,0-18 years,,,,
a100006450,01/05/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006451,01/05/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006452,01/06/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006453,01/06/18,Push,FALSE,English,English,36-45 years,,,,
a100006454,01/06/18,Facebook,FALSE,English,English,45-55 years,,,,
a100006455,01/06/18,Instagram,FALSE,English,English,55+ years,,,,
a100006456,01/06/18,Instagram,FALSE,English,English,0-18 years,,,,
a100006457,01/06/18,Facebook,FALSE,English,English,19-24 years,,,,
a100006458,01/06/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006459,01/07/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006460,01/07/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006461,01/07/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006462,01/07/18,Push,FALSE,English,English,55+ years,,,,
a100006463,01/07/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006464,01/07/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006465,01/08/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006466,01/08/18,Push,FALSE,English,English,30-36 years,,,,
a100006467,01/08/18,Facebook,FALSE,English,English,36-45 years,,,,
a100006468,01/08/18,Instagram,FALSE,English,English,45-55 years,,,,
a100006469,01/08/18,Instagram,FALSE,English,English,55+ years,,,,
a100006470,01/08/18,Facebook,FALSE,English,English,0-18 years,,,,
a100006471,01/08/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006472,01/09/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006473,01/09/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006474,01/09/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006475,01/09/18,Push,FALSE,English,English,45-55 years,,,,
a100006476,01/09/18,House Ads,FALSE,English,English,55+ years,,,,
a100006477,01/09/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006478,01/09/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006479,01/10/18,Push,FALSE,English,English,24-30 years,,,,
a100006480,01/10/18,Facebook,FALSE,English,English,30-36 years,,,,
a100006481,01/10/18,Instagram,FALSE,English,English,36-45 years,,,,
a100006482,01/10/18,Instagram,FALSE,English,English,45-55 years,,,,
a100006483,01/10/18,Facebook,FALSE,English,English,55+ years,,,,
a100006484,01/10/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006485,01/10/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006486,01/11/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006487,01/11/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006488,01/11/18,Push,FALSE,English,English,36-45 years,,,,
a100006489,01/11/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006490,01/11/18,House Ads,FALSE,English,English,55+ years,,,,
a100006491,01/11/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006492,01/11/18,Push,FALSE,English,English,19-24 years,,,,
a100006493,01/12/18,Facebook,FALSE,English,English,24-30 years,,,,
a100006494,01/12/18,Instagram,FALSE,English,English,30-36 years,,,,
a100006495,01/12/18,Instagram,FALSE,English,English,36-45 years,,,,
a100006496,01/12/18,Facebook,FALSE,English,English,45-55 years,,,,
a100006497,01/12/18,House Ads,FALSE,English,English,55+ years,,,,
a100006498,01/12/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006499,01/12/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006500,01/13/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006501,01/13/18,Push,FALSE,English,English,30-36 years,,,,
a100006502,01/13/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006503,01/13/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006504,01/13/18,House Ads,FALSE,English,English,55+ years,,,,
a100006505,01/13/18,Push,FALSE,English,English,0-18 years,,,,
a100006506,01/13/18,Facebook,FALSE,English,English,19-24 years,,,,
a100006507,01/14/18,Instagram,FALSE,English,English,24-30 years,,,,
a100006508,01/14/18,Instagram,FALSE,English,English,30-36 years,,,,
a100006509,01/14/18,Facebook,FALSE,English,English,36-45 years,,,,
a100006510,01/14/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006511,01/14/18,House Ads,FALSE,English,English,55+ years,,,,
a100006512,01/14/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006513,01/14/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006514,01/15/18,Push,FALSE,English,English,24-30 years,,,,
a100006515,01/15/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006516,01/15/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006517,01/15/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006518,01/15/18,Push,FALSE,English,English,55+ years,,,,
a100006519,01/15/18,Facebook,FALSE,English,English,0-18 years,,,,
a100006520,01/15/18,Instagram,FALSE,English,English,19-24 years,,,,
a100006521,01/16/18,Instagram,FALSE,English,English,24-30 years,,,,
a100006522,01/16/18,Facebook,FALSE,English,English,30-36 years,,,,
a100006523,01/16/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006524,01/16/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006525,01/16/18,House Ads,FALSE,English,English,55+ years,,,,
a100006526,01/16/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006527,01/16/18,Push,FALSE,English,English,19-24 years,,,,
a100006528,01/17/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006529,01/17/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006530,01/17/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006531,01/17/18,Push,FALSE,English,English,45-55 years,,,,
a100006532,01/17/18,Facebook,FALSE,English,English,55+ years,,,,
a100006533,01/17/18,Instagram,FALSE,English,English,0-18 years,,,,
a100006534,01/17/18,Instagram,FALSE,English,English,19-24 years,,,,
a100006535,01/18/18,Facebook,FALSE,English,English,24-30 years,,,,
a100006536,01/18/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006537,01/18/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006538,01/18/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006539,01/18/18,House Ads,FALSE,English,English,55+ years,,,,
a100006540,01/18/18,Push,FALSE,English,English,0-18 years,,,,
a100006541,01/18/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006542,01/19/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006543,01/19/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006544,01/19/18,Push,FALSE,English,English,36-45 years,,,,
a100006545,01/19/18,Facebook,FALSE,English,English,45-55 years,,,,
a100006546,01/19/18,Instagram,FALSE,English,English,55+ years,,,,
a100006547,01/19/18,Instagram,FALSE,English,English,0-18 years,,,,
a100006548,01/19/18,Facebook,FALSE,English,English,19-24 years,,,,
a100006549,01/20/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006550,01/20/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006551,01/20/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006552,01/20/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006553,01/20/18,Push,FALSE,English,English,55+ years,,,,
a100006554,01/20/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006555,01/20/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006556,01/21/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006557,01/21/18,Push,FALSE,English,English,30-36 years,,,,
a100006558,01/21/18,Facebook,FALSE,English,English,36-45 years,,,,
a100006559,01/26/18,Instagram,FALSE,English,English,45-55 years,,,,
a100006560,01/26/18,Instagram,FALSE,English,English,55+ years,,,,
a100006561,01/27/18,Facebook,FALSE,English,English,0-18 years,,,,
a100006562,01/27/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006563,01/27/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006564,01/27/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006565,01/27/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006566,01/27/18,Push,FALSE,English,English,45-55 years,,,,
a100006567,01/27/18,House Ads,FALSE,English,English,55+ years,,,,
a100006568,01/28/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006569,01/28/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006570,01/28/18,Push,FALSE,English,English,24-30 years,,,,
a100006571,01/28/18,Facebook,FALSE,English,English,30-36 years,,,,
a100006572,01/28/18,Instagram,FALSE,English,English,36-45 years,,,,
a100006573,01/28/18,Instagram,FALSE,English,English,45-55 years,,,,
a100006574,01/28/18,Facebook,FALSE,English,English,55+ years,,,,
a100006575,01/29/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006576,01/29/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006577,01/29/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006578,01/29/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006579,01/29/18,Push,FALSE,English,English,36-45 years,,,,
a100006580,01/29/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006581,01/29/18,House Ads,FALSE,English,English,55+ years,,,,
a100006582,01/30/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006583,01/30/18,Push,FALSE,English,English,19-24 years,,,,
a100006584,01/30/18,Facebook,FALSE,English,English,24-30 years,,,,
a100006585,01/30/18,Instagram,FALSE,English,English,30-36 years,,,,
a100006586,01/30/18,Instagram,FALSE,English,English,36-45 years,,,,
a100006587,01/30/18,Facebook,FALSE,English,English,45-55 years,,,,
a100006588,01/30/18,House Ads,FALSE,English,English,55+ years,,,,
a100006589,01/31/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006590,01/31/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006591,01/31/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006592,01/31/18,Push,FALSE,English,English,30-36 years,,,,
a100006593,01/31/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006594,01/31/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006595,01/31/18,House Ads,FALSE,English,English,55+ years,,,,
a100006596,01/01/18,Push,FALSE,English,English,0-18 years,,,,
a100006597,01/01/18,Facebook,FALSE,English,English,19-24 years,,,,
a100006598,01/01/18,Instagram,FALSE,English,English,24-30 years,,,,
a100006599,01/01/18,Instagram,FALSE,English,English,30-36 years,,,,
a100006600,01/01/18,Facebook,FALSE,English,English,36-45 years,,,,
a100006601,01/01/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006602,01/01/18,House Ads,FALSE,English,English,55+ years,,,,
a100006603,01/02/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006604,01/02/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006605,01/02/18,Push,FALSE,English,English,24-30 years,,,,
a100006606,01/02/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006607,01/02/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006608,01/02/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006609,01/02/18,Push,FALSE,English,English,55+ years,,,,
a100006610,01/03/18,Facebook,FALSE,English,English,0-18 years,,,,
a100006611,01/03/18,Instagram,FALSE,English,English,19-24 years,,,,
a100006612,01/03/18,Instagram,FALSE,English,English,24-30 years,,,,
a100006613,01/03/18,Facebook,FALSE,English,English,30-36 years,,,,
a100006614,01/03/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006615,01/03/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006616,01/03/18,House Ads,FALSE,English,English,55+ years,,,,
a100006617,01/04/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006618,01/04/18,Push,FALSE,English,English,19-24 years,,,,
a100006619,01/04/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006620,01/04/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006621,01/04/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006622,01/04/18,Push,FALSE,English,English,45-55 years,,,,
a100006623,01/04/18,Facebook,FALSE,English,English,55+ years,,,,
a100006624,01/05/18,Instagram,FALSE,English,English,0-18 years,,,,
a100006625,01/05/18,Instagram,FALSE,English,English,19-24 years,,,,
a100006626,01/05/18,Facebook,FALSE,English,English,24-30 years,,,,
a100006627,01/05/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006628,01/05/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006629,01/05/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006630,01/05/18,House Ads,FALSE,English,English,55+ years,,,,
a100006631,01/06/18,Push,FALSE,English,English,0-18 years,,,,
a100006632,01/06/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006633,01/06/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006634,01/06/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006635,01/06/18,Push,FALSE,English,English,36-45 years,,,,
a100006636,01/06/18,Facebook,FALSE,English,English,45-55 years,,,,
a100006637,01/06/18,Instagram,FALSE,English,English,55+ years,,,,
a100006638,01/07/18,Instagram,FALSE,English,English,0-18 years,,,,
a100006639,01/07/18,Facebook,FALSE,English,English,19-24 years,,,,
a100006640,01/07/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006641,01/07/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006642,01/07/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006643,01/07/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006644,01/08/18,Push,FALSE,English,English,55+ years,,,,
a100006645,01/08/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006646,01/08/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006647,01/08/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006648,01/08/18,Push,FALSE,English,English,30-36 years,,,,
a100006649,01/08/18,Facebook,FALSE,English,English,36-45 years,,,,
a100006650,01/08/18,Instagram,FALSE,English,English,45-55 years,,,,
a100006651,01/09/18,Instagram,FALSE,English,English,55+ years,,,,
a100006652,01/09/18,Facebook,FALSE,English,English,0-18 years,,,,
a100006653,01/09/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006654,01/09/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006655,01/09/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006656,01/09/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006657,01/09/18,Push,FALSE,English,English,45-55 years,,,,
a100006658,01/10/18,House Ads,FALSE,English,English,55+ years,,,,
a100006659,01/10/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006660,01/10/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006661,01/10/18,Push,FALSE,English,English,24-30 years,,,,
a100006662,01/10/18,Facebook,FALSE,English,English,30-36 years,,,,
a100006663,01/10/18,Instagram,FALSE,English,English,36-45 years,,,,
a100006664,01/10/18,Instagram,FALSE,English,English,45-55 years,,,,
a100006665,01/11/18,Facebook,FALSE,English,English,55+ years,,,,
a100006666,01/11/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006667,01/11/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006668,01/11/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006669,01/11/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006670,01/11/18,Push,FALSE,English,English,36-45 years,,,,
a100006671,01/11/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006672,01/12/18,House Ads,FALSE,English,English,55+ years,,,,
a100006673,01/12/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006674,01/12/18,Push,FALSE,English,English,19-24 years,,,,
a100006675,01/12/18,Facebook,FALSE,English,English,24-30 years,,,,
a100006676,01/12/18,Instagram,FALSE,English,English,30-36 years,,,,
a100006677,01/12/18,Instagram,FALSE,English,English,36-45 years,,,,
a100006678,01/12/18,Facebook,FALSE,English,English,45-55 years,,,,
a100006679,01/13/18,House Ads,FALSE,English,English,55+ years,,,,
a100006680,01/13/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006681,01/13/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006682,01/13/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006683,01/13/18,Push,FALSE,English,English,30-36 years,,,,
a100006684,01/13/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006685,01/13/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006686,01/14/18,House Ads,FALSE,English,English,55+ years,,,,
a100006687,01/14/18,Push,FALSE,English,English,0-18 years,,,,
a100006688,01/14/18,Facebook,FALSE,English,English,19-24 years,,,,
a100006689,01/14/18,Instagram,FALSE,English,English,24-30 years,,,,
a100006690,01/14/18,Instagram,FALSE,English,English,30-36 years,,,,
a100006691,01/14/18,Facebook,FALSE,English,English,36-45 years,,,,
a100006692,01/14/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006693,01/15/18,House Ads,FALSE,English,English,55+ years,,,,
a100006694,01/15/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006695,01/15/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006696,01/15/18,Push,FALSE,English,English,24-30 years,,,,
a100006697,01/15/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006698,01/15/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006699,01/15/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006700,01/16/18,Push,FALSE,English,English,55+ years,,,,
a100006701,01/16/18,Facebook,FALSE,English,English,0-18 years,,,,
a100006702,01/16/18,Instagram,FALSE,English,English,19-24 years,,,,
a100006703,01/16/18,Instagram,FALSE,English,English,24-30 years,,,,
a100006704,01/16/18,Facebook,FALSE,English,English,30-36 years,,,,
a100006705,01/16/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006706,01/16/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006707,01/17/18,House Ads,FALSE,English,English,55+ years,,,,
a100006708,01/17/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006709,01/17/18,Push,FALSE,English,English,19-24 years,,,,
a100006710,01/17/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006711,01/17/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006712,01/17/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006713,01/17/18,Push,FALSE,English,English,45-55 years,,,,
a100006714,01/18/18,Facebook,FALSE,English,English,55+ years,,,,
a100006715,01/18/18,Instagram,FALSE,English,English,0-18 years,,,,
a100006716,01/18/18,Instagram,FALSE,English,English,19-24 years,,,,
a100006717,01/18/18,Facebook,FALSE,English,English,24-30 years,,,,
a100006718,01/18/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006719,01/18/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006720,01/18/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006721,01/19/18,House Ads,FALSE,English,English,55+ years,,,,
a100006722,01/19/18,Push,FALSE,English,English,0-18 years,,,,
a100006723,01/19/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006724,01/19/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006725,01/19/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006726,01/19/18,Push,FALSE,English,English,36-45 years,,,,
a100006727,01/19/18,Facebook,FALSE,English,English,45-55 years,,,,
a100006728,01/20/18,Instagram,FALSE,English,English,55+ years,,,,
a100006729,01/20/18,Instagram,FALSE,English,English,0-18 years,,,,
a100006730,01/20/18,Facebook,FALSE,English,English,19-24 years,,,,
a100006731,01/20/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006732,01/20/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006733,01/20/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006734,01/20/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006735,01/21/18,Push,FALSE,English,English,55+ years,,,,
a100006736,01/21/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006737,01/21/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006738,01/26/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006739,01/26/18,Push,FALSE,English,English,30-36 years,,,,
a100006740,01/27/18,Facebook,FALSE,English,English,36-45 years,,,,
a100006741,01/27/18,Instagram,FALSE,English,English,45-55 years,,,,
a100006742,01/27/18,Instagram,FALSE,English,English,55+ years,,,,
a100006743,01/27/18,Facebook,FALSE,English,English,0-18 years,,,,
a100006744,01/27/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006745,01/27/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006746,01/27/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006747,01/28/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006748,01/28/18,Push,FALSE,English,English,45-55 years,,,,
a100006749,01/28/18,House Ads,FALSE,English,English,55+ years,,,,
a100006750,01/28/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006751,01/28/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006752,01/28/18,Push,FALSE,English,English,24-30 years,,,,
a100006753,01/28/18,Facebook,FALSE,English,English,30-36 years,,,,
a100006754,01/29/18,Instagram,FALSE,English,English,36-45 years,,,,
a100006755,01/29/18,Instagram,FALSE,English,English,45-55 years,,,,
a100006756,01/29/18,Facebook,FALSE,English,English,55+ years,,,,
a100006757,01/29/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006758,01/29/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006759,01/29/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006760,01/29/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006761,01/30/18,Push,FALSE,English,English,36-45 years,,,,
a100006762,01/30/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006763,01/30/18,House Ads,FALSE,English,English,55+ years,,,,
a100006764,01/30/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006765,01/30/18,Push,FALSE,English,English,19-24 years,,,,
a100006766,01/30/18,Facebook,FALSE,English,English,24-30 years,,,,
a100006767,01/30/18,Instagram,FALSE,English,English,30-36 years,,,,
a100006768,01/31/18,Instagram,FALSE,English,English,36-45 years,,,,
a100006769,01/31/18,Facebook,FALSE,English,English,45-55 years,,,,
a100006770,01/31/18,House Ads,FALSE,English,English,55+ years,,,,
a100006771,01/31/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006772,01/31/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006773,01/31/18,House Ads,FALSE,English,English,24-30 years,,,,
a100006774,01/31/18,Push,FALSE,English,English,30-36 years,,,,
a100006775,01/01/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006776,01/01/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006777,01/01/18,House Ads,FALSE,English,English,55+ years,,,,
a100006778,01/01/18,Push,FALSE,English,English,0-18 years,,,,
a100006779,01/01/18,Facebook,FALSE,English,English,19-24 years,,,,
a100006780,01/01/18,Instagram,FALSE,English,English,24-30 years,,,,
a100006781,01/01/18,Instagram,FALSE,English,English,30-36 years,,,,
a100006782,01/02/18,Facebook,FALSE,English,English,36-45 years,,,,
a100006783,01/02/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006784,01/02/18,House Ads,FALSE,English,English,55+ years,,,,
a100006785,01/02/18,House Ads,FALSE,English,English,0-18 years,,,,
a100006786,01/02/18,House Ads,FALSE,English,English,19-24 years,,,,
a100006786,01/31/18,Facebook,FALSE,English,English,19-24 years,,,,
a100006787,01/02/18,Push,FALSE,English,English,24-30 years,,,,
a100006787,01/31/18,Instagram,FALSE,English,English,24-30 years,,,,
a100006788,01/02/18,House Ads,FALSE,English,English,30-36 years,,,,
a100006788,01/31/18,Facebook,FALSE,English,English,30-36 years,,,,
a100006789,01/03/18,House Ads,FALSE,English,English,36-45 years,,,,
a100006789,01/31/18,Instagram,FALSE,English,English,36-45 years,,,,
a100006790,01/03/18,House Ads,FALSE,English,English,45-55 years,,,,
a100006790,01/31/18,Facebook,FALSE,English,English,45-55 years,,,,
a100006791,01/03/18,Push,FALSE,English,English,55+ years,,,,
a100006791,01/31/18,Instagram,FALSE,English,English,55+ years,,,,
a100006792,01/03/18,Facebook,FALSE,English,English,0-18 years,,,,
a100006792,01/31/18,Facebook,FALSE,English,English,0-18 years,,,,
a100006793,01/03/18,Instagram,FALSE,English,English,19-24 years,,,,
